Order Date,Segment,Market,Sales,Profit
2013-06-22,Consumer,US,186.144,60.4968
2012-06-20,Home Office,Africa,101.4,27.36
2012-09-15,Consumer,LATAM,98.96,22.76
2014-12-03,Consumer,EU,393.84,157.44
2014-08-02,Home Office,EU,600.3,102.0
2012-05-23,Consumer,US,121.792,13.7016
2014-02-16,Corporate,Africa,144.42,23.1
2013-10-04,Home Office,Africa,122.37,35.46
2013-08-21,Consumer,Canada,176.88,70.74
2011-12-07,Corporate,LATAM,271.92,21.72
2013-01-08,Consumer,LATAM,88.032,-24.968
2014-05-13,Corporate,APAC,145.557,53.307
2013-02-06,Consumer,Africa,109.98,5.49
2014-12-09,Consumer,LATAM,182.24,21.84
2013-05-17,Corporate,LATAM,113.16,11.28
2014-12-18,Consumer,LATAM,199.12,43.8
2012-07-20,Consumer,LATAM,127.116,-76.384
2014-06-27,Consumer,EU,318.96,102.06
2014-03-05,Consumer,EU,61.47,10.98
2014-12-04,Consumer,EU,252.585,-11.235
2013-08-13,Consumer,EU,209.175,-121.425
2013-05-24,Consumer,APAC,134.595,25.065
2014-11-04,Consumer,APAC,105.552,3.492
2011-08-29,Consumer,US,174.0585,-110.7645
2013-05-27,Consumer,US,484.704,-84.8232
2012-03-22,Corporate,EU,241.68,38.64
2014-03-10,Consumer,EU,446.658,120.858
2013-08-08,Home Office,APAC,168.96,6.72
2012-11-13,Consumer,US,115.296,40.3536
2014-09-23,Corporate,Canada,198.72,93.36
2013-07-10,Home Office,Africa,116.31,52.32
2013-09-27,Consumer,LATAM,137.856,-41.364
2012-03-17,Consumer,EU,103.68,2.28
2014-11-04,Corporate,EU,62.7,13.74
2013-08-10,Corporate,EU,209.736,79.176
2011-12-20,Corporate,APAC,229.176,38.196
2012-06-09,Home Office,US,113.1,56.55
2014-08-12,Consumer,EMEA,114.192,-247.488
2014-12-17,Home Office,EMEA,719.88,64.68
2014-05-15,Consumer,EU,204.408,-276.012
2014-01-28,Corporate,EU,107.28,-53.64
2011-11-30,Corporate,APAC,96.768,5.328
2014-11-24,Consumer,APAC,82.296,16.416
2014-05-30,Consumer,LATAM,337.104,-8.436
2013-05-28,Consumer,EU,228.6,75.3
2012-08-13,Consumer,EU,81.162,36.042
2011-11-01,Consumer,APAC,98.592,22.152
2013-05-07,Corporate,APAC,248.64,109.32
2013-10-11,Corporate,US,120.784,13.5882
2012-10-25,Consumer,LATAM,278.304,27.804
2013-06-04,Corporate,EU,224.4,-13.56
2014-07-02,Consumer,EU,144.342,35.262
2011-06-28,Corporate,APAC,272.79,32.55
2014-07-17,Consumer,US,242.352,15.147
2012-11-28,Consumer,EMEA,135.744,-190.056
2013-08-07,Home Office,LATAM,44.08,14.78
2013-11-25,Corporate,EU,145.8,62.64
2013-11-30,Consumer,EU,359.1,27.9
2014-08-02,Home Office,EU,215.64,49.56
2013-05-07,Consumer,APAC,83.43,12.96
2011-06-26,Consumer,Africa,433.92,164.88
2012-11-20,Corporate,Africa,198.45,89.28
2014-01-21,Consumer,EMEA,198.42,33.72
2011-05-20,Corporate,LATAM,129.68,18.08
2014-05-12,Consumer,LATAM,187.54416,24.02416
2013-08-22,Corporate,LATAM,196.1,41.1
2013-06-25,Consumer,LATAM,47.92,19.6
2014-06-18,Corporate,EU,268.164,5.904
2014-06-09,Consumer,EU,73.53,29.34
2014-03-31,Consumer,APAC,98.88,37.56
2014-05-29,Corporate,APAC,219.33,78.93
2011-12-24,Corporate,US,292.272,18.267
2014-09-13,Corporate,US,45.36,21.7728
2011-08-16,Consumer,LATAM,148.224,12.864
2012-10-09,Consumer,LATAM,131.64,17.1
2012-03-12,Consumer,EU,157.23,10.98
2014-12-09,Corporate,EU,138.3,2.76
2014-10-30,Corporate,APAC,115.68,32.34
2014-12-06,Home Office,US,83.92,29.372
2012-03-10,Corporate,EMEA,138.429,-318.411
2011-09-12,Home Office,EU,111.0,9.9
2012-08-30,Corporate,EU,256.8,71.88
2013-05-29,Consumer,US,185.88,50.1876
2013-03-06,Corporate,EMEA,394.56,43.2
2013-06-13,Home Office,EMEA,97.656,-63.504
2013-05-01,Corporate,LATAM,97.02,-4.88
2011-07-27,Home Office,LATAM,347.0,69.4
2012-06-18,Corporate,APAC,142.464,-121.296
2012-09-26,Corporate,APAC,291.42,131.1
2013-10-16,Corporate,EMEA,264.9,58.26
2012-06-26,Home Office,LATAM,158.848,35.728
2014-12-03,Corporate,EU,370.737,123.507
2013-02-06,Consumer,APAC,543.3507,-481.8393
2014-05-31,Consumer,APAC,212.355,63.705
2012-12-17,Corporate,APAC,141.9,8.4
2014-05-22,Consumer,Africa,166.92,66.72
2014-12-02,Consumer,EMEA,114.96,24.0
2014-12-19,Consumer,Africa,43.56,15.66
2013-01-27,Home Office,LATAM,278.88,89.22
2014-12-26,Consumer,LATAM,142.848,46.368
2013-06-29,Home Office,EU,325.8,107.46
2014-09-09,Home Office,EU,157.95,69.48
2011-07-31,Corporate,EU,160.2,67.14
2013-12-11,Consumer,US,80.58,22.5624
2011-11-02,Corporate,EU,154.26,13.86
2011-12-28,Home Office,EU,136.65,17.7
2014-12-29,Corporate,EU,131.274,45.174
2011-03-23,Home Office,EU,193.32,7.68
2013-04-10,Corporate,EU,130.815,53.775
2014-08-13,Consumer,EU,60.48,21.72
2011-05-26,Corporate,US,290.666,27.3568
2012-04-21,Consumer,US,469.95,131.586
2014-06-02,Consumer,APAC,82.5,6.6
2013-09-18,Consumer,EMEA,165.24,-239.61
2014-09-23,Corporate,Canada,58.02,13.92
2012-12-11,Corporate,LATAM,173.2,71.0
2014-05-05,Home Office,APAC,85.44,0.84
2014-09-04,Corporate,APAC,53.136,22.986
2011-11-07,Corporate,US,74.352,26.9526
2014-11-17,Consumer,US,139.92,23.7864
2014-07-22,Consumer,US,231.72,11.586
2013-08-19,Corporate,EMEA,207.81,91.41
2013-06-17,Consumer,Africa,239.28,119.64
2011-01-05,Home Office,EU,89.55,20.52
2014-07-28,Consumer,EU,158.1,64.8
2012-05-16,Corporate,APAC,295.95,144.9
2014-10-20,Corporate,US,123.256,9.2442
2013-08-27,Corporate,US,159.984,43.9956
2014-12-17,Home Office,US,158.9,7.945
2012-03-19,Home Office,Africa,217.32,4.32
2012-11-06,Home Office,APAC,193.245,-50.595
2011-11-05,Consumer,US,149.9,40.473
2014-10-31,Corporate,LATAM,164.7,11.5
2014-10-27,Corporate,LATAM,170.92,82.04
2014-08-25,Consumer,EU,133.2,11.85
2014-02-06,Consumer,EU,78.3,20.34
2014-06-03,Consumer,EU,341.46,44.31
2013-05-17,Corporate,APAC,71.361,26.901
2011-08-19,Consumer,APAC,51.96,-37.44
2012-11-21,Consumer,APAC,124.056,-53.784
2011-09-01,Consumer,APAC,87.9,21.96
2012-04-16,Corporate,US,118.782,-27.7158
2012-12-20,Consumer,US,255.968,51.1936
2014-02-14,Consumer,US,90.64,38.9752
2014-11-29,Corporate,Africa,229.2,34.38
2011-09-09,Home Office,LATAM,197.92,45.52
2011-04-19,Consumer,LATAM,194.8,60.32
2013-01-19,Corporate,LATAM,240.16,69.64
2013-12-27,Corporate,EU,738.63,280.62
2014-12-25,Corporate,EU,67.284,-85.806
2014-11-28,Corporate,US,166.16,59.8176
2013-04-01,Consumer,EMEA,509.88,5.04
2011-09-29,Corporate,LATAM,230.48,96.8
2011-01-19,Home Office,EU,47.52,7.92
2012-12-01,Consumer,APAC,203.22,46.71
2013-11-28,Corporate,US,62.4,19.5
2011-02-14,Consumer,Africa,77.1,0.72
2014-08-21,Consumer,LATAM,117.6,47.04
2012-12-04,Corporate,LATAM,207.35004,-94.86996
2012-11-09,Home Office,LATAM,134.72,2.64
2014-02-20,Consumer,EU,85.32,1.62
2011-12-01,Consumer,APAC,181.3266,28.7466
2013-07-03,Consumer,EMEA,283.2,48.12
2011-02-15,Consumer,Africa,209.16,4.08
2013-06-07,Home Office,EU,163.38,9.78
2014-10-17,Consumer,APAC,195.72,97.8
2014-06-13,Consumer,EMEA,65.22,24.12
2013-12-25,Home Office,LATAM,198.96,95.44
2013-07-20,Corporate,LATAM,207.12,68.28
2011-09-08,Corporate,LATAM,82.56,2.46
2011-08-03,Consumer,EU,58.104,21.864
2012-10-30,Corporate,EU,342.54,61.62
2014-06-03,Home Office,EU,49.95,23.94
2011-09-07,Home Office,Africa,191.1,26.46
2014-04-21,Consumer,Africa,151.2,-136.08
2014-10-06,Consumer,LATAM,124.32,3.72
2014-03-08,Consumer,LATAM,61.12,7.64
2014-04-18,Corporate,EU,128.385,4.275
2014-12-02,Home Office,EU,170.91,13.5
2012-03-15,Consumer,EU,206.685,-119.925
2013-06-21,Consumer,EU,75.9,-64.02
2014-09-20,Consumer,EU,104.004,13.824
2013-07-11,Consumer,EU,241.056,-26.784
2013-05-18,Consumer,US,173.24,17.324
2012-08-30,Consumer,Africa,239.04,31.05
2012-11-07,Corporate,Africa,100.26,21.0
2011-08-02,Consumer,Africa,101.52,33.48
2013-10-15,Consumer,LATAM,139.152,-86.988
2013-06-11,Consumer,EU,276.15,16.38
2012-12-30,Consumer,EU,113.7,26.1
2014-05-08,Consumer,APAC,148.56,32.64
2012-10-05,Home Office,APAC,245.862,19.122
2013-12-17,Home Office,APAC,146.7,20.52
2012-11-03,Home Office,US,89.97,37.7874
2014-03-25,Consumer,EMEA,40.608,-14.352
2011-06-01,Corporate,LATAM,50.8,22.32
2012-02-21,Consumer,LATAM,209.76,18.84
2011-09-08,Consumer,US,177.98,-453.849
2013-10-25,Corporate,US,359.98,21.5988
2012-07-31,Consumer,Africa,199.08,55.68
2012-08-27,Consumer,LATAM,156.64,43.84
2013-10-11,Consumer,EU,189.72,-29.07
2011-04-26,Corporate,EU,175.68,64.92
2014-07-27,Corporate,APAC,50.7,10.14
2012-01-11,Consumer,APAC,123.48,-51.48
2011-05-10,Consumer,US,256.784,32.098
2014-12-10,Home Office,EMEA,195.12,25.32
2011-09-27,Corporate,EMEA,136.38,28.62
2011-04-15,Consumer,Africa,64.5,16.5
2011-01-24,Corporate,EMEA,133.11,63.87
2013-01-26,Consumer,EMEA,268.32,24.12
2013-12-18,Consumer,LATAM,183.8,88.2
2013-05-02,Consumer,EU,312.6555,-25.8345
2014-07-11,Consumer,EU,73.71,16.8
2014-05-16,Consumer,APAC,305.532,-6.828
2013-02-05,Home Office,US,80.98,1.6196
2012-12-06,Consumer,US,70.686,-24.2352
2012-09-04,Corporate,US,134.376,6.7188
2012-09-13,Corporate,APAC,123.57,59.31
2013-03-18,Consumer,EMEA,225.0,103.32
2014-12-22,Consumer,Africa,111.72,12.24
2012-11-14,Corporate,LATAM,189.58008,14.78008
2013-10-30,Consumer,LATAM,124.32,12.42
2014-08-30,Home Office,LATAM,123.84,49.44
2014-05-30,Corporate,EU,210.36,50.4
2011-12-16,Consumer,APAC,275.4198,-93.5802
2014-12-29,Consumer,APAC,245.16,73.44
2013-07-06,Consumer,LATAM,226.92,22.68
2012-03-27,Home Office,LATAM,304.248,-152.152
2013-11-28,Home Office,EU,133.2,-85.26
2012-07-06,Home Office,EU,226.32,99.48
2014-08-13,Home Office,APAC,103.224,-47.016
2014-06-21,Corporate,EMEA,142.89,14.28
2013-04-11,Home Office,Africa,96.6,11.58
2013-10-11,Consumer,EU,113.169,38.589
2012-04-12,Consumer,EU,647.595,57.495
2013-06-13,Corporate,EU,165.375,56.925
2014-08-20,Consumer,APAC,110.7702,4.3902
2011-07-29,Consumer,APAC,183.2475,-31.2525
2014-12-15,Consumer,APAC,110.7,12.12
2014-07-30,Consumer,US,137.62,60.5528
2014-12-09,Consumer,US,178.11,32.0598
2013-09-17,Consumer,APAC,110.3103,27.1503
2014-08-09,Consumer,APAC,137.136,-0.024
2011-08-04,Consumer,US,158.9,7.945
2014-03-20,Consumer,EMEA,362.4,39.84
2014-07-16,Home Office,LATAM,109.8,38.4
2014-08-04,Corporate,EU,124.86,48.69
2014-11-18,Home Office,APAC,148.59,28.23
2014-09-17,Consumer,APAC,87.06,0.84
2014-11-06,Consumer,US,110.96,53.2608
2014-09-09,Consumer,EMEA,99.672,-42.408
2014-11-08,Home Office,LATAM,140.232,-154.328
2013-10-23,Corporate,LATAM,177.888,-38.592
2011-01-15,Corporate,EU,248.94,2.76
2014-09-05,Consumer,EU,48.06,1.89
2012-12-19,Consumer,APAC,85.14,21.24
2012-12-08,Corporate,APAC,145.89,17.46
2012-08-10,Consumer,EMEA,127.47,1.26
2013-01-10,Consumer,Africa,263.31,5.25
2013-11-12,Consumer,LATAM,170.96,70.08
2011-09-15,Consumer,LATAM,121.28,6.0
2013-01-09,Consumer,APAC,137.88,-31.32
2014-06-02,Home Office,APAC,181.008,33.858
2012-10-12,Consumer,Africa,243.33,121.65
2011-05-25,Consumer,Africa,204.63,57.27
2014-09-09,Consumer,LATAM,244.48,75.76
2014-12-04,Corporate,LATAM,40.8,0.0
2011-06-02,Consumer,LATAM,345.24,72.36
2014-04-02,Home Office,EU,252.3,55.5
2014-12-13,Consumer,EU,125.4,15.0
2012-12-31,Home Office,EU,123.24,34.44
2013-05-15,Consumer,APAC,111.888,29.808
2014-01-30,Corporate,APAC,169.92,27.18
2014-08-04,Consumer,Africa,88.02,31.68
2011-11-11,Consumer,LATAM,274.24,104.16
2012-02-04,Home Office,LATAM,381.76,14.26
2014-02-24,Consumer,EU,224.01,-143.37
2014-05-24,Consumer,EU,193.32,7.68
2014-01-08,Corporate,EU,306.225,-147.015
2011-10-12,Corporate,EMEA,73.782,-110.718
2013-09-18,Consumer,LATAM,197.36448,56.92448
2014-06-09,Consumer,LATAM,96.0,-56.0
2014-08-06,Corporate,LATAM,161.59616,30.43616
2011-09-27,Consumer,EU,149.49,14.94
2012-08-23,Home Office,APAC,101.76,0.0
2014-08-06,Consumer,US,79.78,29.5186
2013-12-19,Consumer,EU,141.33,-113.07
2014-05-26,Consumer,APAC,192.0288,25.3488
2011-08-05,Consumer,US,340.144,21.259
2012-03-29,Consumer,US,212.64,99.9408
2014-07-06,Corporate,US,79.96,22.3888
2014-10-28,Consumer,EMEA,107.4,0.0
2014-08-08,Corporate,Canada,258.75,10.35
2012-11-20,Corporate,LATAM,345.28,117.36
2012-01-16,Home Office,EU,107.4,0.0
2014-09-26,Corporate,EU,80.475,-19.425
2013-11-29,Consumer,APAC,106.65,-1.44
2014-10-14,Consumer,APAC,475.86,114.18
2014-04-09,Consumer,APAC,170.208,60.408
2013-07-31,Consumer,EMEA,125.1,60.03
2014-06-26,Consumer,LATAM,217.4,80.4
2013-08-31,Consumer,APAC,72.0606,6.9006
2011-03-01,Consumer,APAC,238.929,62.169
2013-09-19,Consumer,APAC,134.0955,-82.9845
2012-11-16,Corporate,US,239.976,26.9973
2013-05-17,Consumer,US,282.84,19.7988
2012-05-04,Corporate,LATAM,60.96,6.66
2012-11-26,Corporate,LATAM,111.12,16.62
2011-04-15,Home Office,LATAM,57.36,-19.12
2011-09-27,Corporate,EU,999.09,70.41
2014-09-06,Consumer,EU,111.51,24.48
2014-05-05,Corporate,US,300.904,11.2839
2013-08-07,Consumer,EMEA,197.76,86.88
2013-10-11,Consumer,EMEA,170.487,-261.423
2011-06-09,Consumer,LATAM,271.88,24.36
2011-12-21,Corporate,LATAM,258.56184,110.88184
2013-09-06,Consumer,LATAM,103.6,20.72
2014-07-02,Consumer,LATAM,304.384,60.864
2012-05-21,Consumer,EU,46.65,14.85
2012-12-28,Consumer,APAC,121.59,44.97
2014-05-28,Home Office,APAC,194.67,5.19
2012-04-20,Consumer,US,180.96,81.432
2011-04-27,Consumer,EMEA,281.34,2.76
2012-12-18,Consumer,Africa,171.288,-371.232
2012-04-25,Corporate,Africa,299.16,95.7
2013-04-02,Corporate,EU,2636.85,949.2
2012-08-21,Corporate,EU,178.68,-60.78
2012-07-19,Consumer,EU,102.48,9.18
2012-11-29,Home Office,APAC,95.256,32.796
2011-12-28,Corporate,US,99.136,8.6744
2014-12-22,Consumer,US,375.34,18.767
2014-07-01,Consumer,US,204.95,100.4255
2014-12-19,Consumer,Africa,144.66,43.38
2012-10-30,Home Office,EU,148.392,41.202
2012-08-15,Home Office,EU,239.4,-28.74
2011-02-04,Consumer,EU,148.878,14.868
2012-09-25,Consumer,EU,223.38,-111.69
2013-11-06,Home Office,US,104.9,50.352
2012-06-15,Consumer,EMEA,79.5,1.5
2014-06-27,Corporate,LATAM,189.58008,14.78008
2013-06-08,Corporate,LATAM,208.6,62.58
2013-10-29,Corporate,LATAM,83.88,-4.22
2014-09-26,Consumer,LATAM,151.52,68.16
2014-04-11,Consumer,LATAM,68.6,26.72
2012-06-22,Consumer,APAC,167.34,41.82
2011-09-16,Consumer,APAC,99.5004,-3.6396
2011-10-28,Corporate,US,141.4,38.178
2013-11-08,Consumer,US,276.784,89.9548
2014-08-08,Corporate,Africa,247.71,116.4
2012-02-10,Corporate,Canada,116.28,54.54
2011-08-11,Consumer,Africa,120.84,19.32
2013-07-19,Consumer,LATAM,253.64768,-170.51232
2014-04-28,Home Office,LATAM,412.896,20.616
2014-11-05,Consumer,APAC,265.26,13.26
2011-10-12,Consumer,APAC,90.72,17.07
2014-08-18,Consumer,APAC,186.93,29.88
2013-10-29,Consumer,US,165.048,41.262
2012-01-28,Corporate,LATAM,266.22,5.28
2012-12-14,Consumer,LATAM,101.76,-57.74
2013-06-12,Corporate,EU,72.252,-23.598
2012-11-08,Corporate,EU,345.303,7.623
2014-10-27,Corporate,EU,141.48,9.84
2011-08-18,Consumer,EU,139.8,-25.2
2011-05-18,Corporate,APAC,126.948,-488.772
2014-06-10,Home Office,US,108.925,-71.8905
2012-02-03,Consumer,US,28.4,11.076
2013-09-12,Corporate,EMEA,364.74,120.36
2013-03-14,Home Office,EMEA,78.288,-19.632
2011-04-24,Consumer,EMEA,165.816,-79.044
2012-03-28,Consumer,EMEA,192.807,-205.683
2014-06-23,Corporate,EMEA,151.5,62.1
2014-06-14,Consumer,LATAM,131.76,9.2
2013-07-12,Home Office,EU,88.56,5.28
2012-09-15,Home Office,EU,291.36,122.28
2014-10-24,Corporate,APAC,151.38,52.92
2013-01-10,Consumer,APAC,204.768,6.768
2012-11-07,Consumer,US,177.648,-28.8678
2013-12-06,Corporate,EMEA,194.34,71.88
2013-02-20,Home Office,EU,89.25,7.05
2011-07-29,Home Office,APAC,62.805,-35.595
2013-01-07,Corporate,APAC,174.06,87.03
2013-07-26,Consumer,US,255.76,81.8432
2012-11-30,Consumer,US,177.48,19.9665
2014-03-17,Corporate,US,140.67,54.8613
2013-04-10,Consumer,Africa,175.44,12.24
2014-07-28,Corporate,Africa,47.58,2.37
2011-05-24,Home Office,LATAM,200.76,62.16
2013-12-20,Consumer,EU,228.744,10.134
2011-04-11,Consumer,EU,293.58,108.57
2013-03-01,Consumer,EU,120.96,55.44
2013-02-22,Consumer,APAC,427.59,128.25
2013-04-23,Consumer,APAC,231.525,43.725
2013-05-13,Corporate,APAC,146.94,72.0
2011-10-03,Corporate,US,143.432,3.5858
2012-06-15,Consumer,US,82.368,-19.5624
2012-07-02,Corporate,US,74.24,8.352
2013-12-25,Consumer,EMEA,96.84,26.1
2013-06-25,Corporate,EMEA,161.28,37.08
2012-11-10,Consumer,EU,186.06,0.0
2014-02-25,Consumer,EU,237.6,116.4
2014-06-21,Consumer,EU,91.53,0.9
2012-05-31,Corporate,US,80.88,21.0288
2012-10-15,Consumer,US,131.376,-95.2476
2014-01-15,Consumer,Africa,234.0,28.08
2013-08-07,Corporate,LATAM,229.02204,-111.83796
2012-12-18,Home Office,LATAM,165.0,59.4
2014-10-22,Consumer,LATAM,199.9,83.94
2012-04-26,Corporate,EU,52.86,4.74
2013-12-25,Consumer,APAC,246.402,-102.378
2014-05-21,Corporate,APAC,57.984,-66.696
2012-12-03,Consumer,Africa,59.28,26.64
2012-12-31,Corporate,EMEA,169.74,32.25
2014-09-25,Consumer,Africa,566.4,96.24
2014-11-17,Corporate,Africa,338.88,47.4
2013-06-04,Consumer,LATAM,71.84,6.4
2014-06-12,Corporate,EU,207.9,4.14
2014-12-16,Corporate,APAC,139.0914,28.3914
2014-03-20,Corporate,Africa,134.64,40.32
2013-06-10,Consumer,LATAM,153.82952,-69.97048
2013-11-18,Corporate,EU,224.91,-0.09
2014-11-20,Consumer,APAC,291.654,38.874
2013-10-04,Consumer,APAC,165.6516,-4.6284
2013-11-14,Corporate,US,140.75,39.41
2012-06-21,Consumer,US,107.976,37.7916
2012-08-16,Consumer,US,301.47,-204.9996
2013-06-18,Consumer,EMEA,98.04,22.44
2012-11-03,Corporate,EMEA,195.93,45.06
2014-06-11,Consumer,EMEA,127.968,-175.962
2014-04-30,Consumer,LATAM,128.32284,22.88284
2012-08-16,Corporate,LATAM,110.08,3.28
2014-12-12,Consumer,APAC,130.26,31.26
2014-10-09,Consumer,APAC,144.9678,12.2178
2014-04-24,Consumer,US,122.71,36.813
2012-05-07,Consumer,US,244.006,-31.3722
2013-07-14,Consumer,Africa,248.22,114.18
2012-04-18,Home Office,EU,171.09,66.72
2014-11-27,Home Office,EU,119.28,35.76
2011-08-27,Corporate,EU,267.36,29.4
2013-05-28,Corporate,Canada,193.68,73.56
2014-03-11,Home Office,Africa,207.36,35.25
2012-04-19,Consumer,EMEA,125.64,-56.55
2012-06-01,Consumer,EU,206.4,24.75
2013-07-08,Corporate,US,253.372,-14.4784
2014-07-30,Consumer,US,60.12,22.2444
2013-10-29,Corporate,EU,110.721,-14.379
2014-11-11,Consumer,EMEA,209.76,85.98
2013-11-22,Consumer,LATAM,123.52,33.28
2014-08-28,Home Office,EU,150.0,28.5
2014-04-09,Home Office,APAC,44.388,3.918
2012-09-13,Consumer,US,170.072,-12.148
2014-11-18,Corporate,LATAM,98.64,-59.2
2012-10-02,Consumer,LATAM,120.08,39.6
2012-06-26,Consumer,EU,124.59,53.55
2012-12-25,Consumer,EU,220.44,39.66
2013-08-27,Corporate,EU,138.69,58.23
2014-01-23,Consumer,EU,93.87,7.35
2013-09-12,Corporate,EU,136.2,-92.76
2012-09-18,Consumer,APAC,102.5868,-89.0532
2014-06-15,Corporate,APAC,185.58,59.31
2012-08-31,Home Office,APAC,182.736,18.096
2014-12-26,Consumer,US,273.06,-104.673
2014-08-18,Consumer,EU,186.48,16.59
2011-12-05,Consumer,APAC,107.1,13.86
2011-10-20,Corporate,US,328.59,-147.8655
2014-08-07,Home Office,EMEA,160.2,7.92
2012-10-19,Consumer,LATAM,147.712,12.912
2012-09-24,Corporate,LATAM,195.6,70.4
2011-02-08,Corporate,EU,159.75,59.1
2012-10-26,Home Office,EU,327.24,81.78
2013-04-26,Consumer,EU,66.45,1.95
2014-05-26,Consumer,APAC,207.33,-29.07
2012-12-10,Corporate,APAC,242.838,-44.532
2012-01-21,Consumer,Africa,88.44,15.84
2013-07-02,Consumer,EMEA,56.268,-83.022
2014-08-19,Home Office,EMEA,227.04,-249.84
2013-01-02,Consumer,Africa,76.11,15.96
2012-09-13,Consumer,Africa,191.205,-376.065
2014-06-24,Consumer,LATAM,302.22,0.0
2013-05-07,Consumer,LATAM,127.0,55.8
2014-12-02,Consumer,LATAM,195.52816,13.28816
2014-02-03,Corporate,US,78.304,29.364
2012-11-12,Corporate,US,523.92,-72.039
2011-08-15,Consumer,US,91.36,29.692
2012-09-06,Consumer,EMEA,58.83,22.35
2014-06-19,Consumer,LATAM,158.912,5.952
2014-07-27,Corporate,EU,129.132,10.632
2013-07-11,Corporate,EU,216.0,86.4
2014-05-26,Consumer,APAC,66.528,22.128
2013-09-03,Consumer,APAC,208.08,-31.92
2011-11-17,Corporate,US,241.44,72.432
2013-01-14,Consumer,Africa,62.61,18.78
2014-09-03,Corporate,Africa,387.09,127.71
2013-10-17,Consumer,LATAM,168.464,-40.016
2014-12-18,Consumer,EU,185.13,-101.97
2013-07-25,Consumer,EU,285.804,-6.756
2014-05-26,Consumer,EU,287.136,-280.224
2013-12-02,Corporate,APAC,182.268,-22.032
2012-12-05,Home Office,APAC,168.3,79.08
2014-12-23,Consumer,EMEA,273.18,76.44
2013-12-28,Consumer,LATAM,74.64,-33.76
2014-11-10,Consumer,LATAM,272.2,65.2
2014-12-04,Consumer,EU,143.475,-123.525
2014-06-24,Home Office,APAC,91.26,4.98
2014-01-11,Consumer,APAC,117.5625,-55.6875
2012-06-26,Consumer,APAC,181.989,-10.011
2011-08-27,Consumer,US,213.48,16.011
2011-12-20,Consumer,US,190.848,-21.4704
2013-12-27,Consumer,EMEA,165.312,-173.598
2013-06-13,Consumer,EU,35.7,2.82
2012-05-31,Home Office,APAC,195.0,33.15
2013-01-16,Corporate,APAC,88.965,32.595
2013-07-06,Consumer,Africa,308.52,27.72
2011-07-29,Corporate,LATAM,70.44,25.32
2011-08-05,Home Office,LATAM,112.16,-100.96
2012-12-11,Consumer,LATAM,173.376,-39.144
2012-06-16,Consumer,EU,108.24,25.92
2014-12-29,Corporate,APAC,196.884,6.444
2012-03-06,Home Office,APAC,271.215,24.045
2012-04-12,Consumer,APAC,96.9,26.1
2014-04-10,Corporate,Africa,166.83,4.98
2013-02-22,Corporate,Africa,352.86,35.28
2011-12-26,Corporate,EU,191.85,90.15
2014-02-28,Corporate,EU,204.66,-15.99
2014-09-03,Consumer,Africa,126.9,7.59
2013-10-08,Corporate,LATAM,191.96,30.68
2013-12-09,Corporate,EU,104.58,9.24
2014-12-19,Consumer,APAC,315.252,41.832
2014-12-17,Corporate,APAC,98.7471,2.6271
2013-09-25,Corporate,US,304.9,143.303
2011-06-08,Corporate,LATAM,98.28,0.0
2012-01-17,Consumer,EU,243.81,121.86
2014-08-22,Consumer,EU,83.97,27.63
2014-12-05,Home Office,EU,157.77,37.8
2013-05-09,Consumer,APAC,85.9548,-7.2852
2014-04-29,Corporate,APAC,433.3098,-10.4502
2014-12-02,Consumer,US,470.376,52.9173
2014-07-19,Consumer,US,161.568,10.098
2012-12-25,Corporate,US,160.98,20.9274
2012-12-26,Consumer,Africa,56.73,19.26
2012-10-09,Corporate,EMEA,182.61,51.12
2013-11-11,Consumer,LATAM,165.68,43.04
2014-03-05,Home Office,LATAM,238.272,-7.968
2012-11-01,Consumer,APAC,164.7,65.88
2011-09-29,Consumer,US,204.6,53.196
2012-03-02,Corporate,Africa,207.36,35.25
2013-08-24,Home Office,Africa,192.87,36.63
2012-02-18,Home Office,LATAM,140.94,29.58
2012-06-01,Home Office,LATAM,176.268,-102.832
2013-06-08,Corporate,LATAM,80.32,27.28
2014-02-28,Consumer,APAC,95.904,-9.666
2012-12-30,Consumer,APAC,261.954,43.614
2014-09-09,Home Office,EMEA,80.28,30.42
2014-10-31,Home Office,LATAM,378.92064,63.72064
2014-03-19,Corporate,LATAM,178.32,19.56
2013-11-12,Home Office,EU,195.84,-111.06
2013-02-12,Consumer,EU,246.105,-0.045
2013-10-07,Consumer,EU,166.176,-99.744
2014-11-24,Consumer,EU,1401.84,108.9
2014-12-28,Corporate,US,164.388,-35.6174
2011-11-19,Home Office,US,166.44,79.8912
2012-04-19,Consumer,EU,123.9,39.6
2014-03-25,Corporate,US,207.846,2.3094
2013-04-25,Consumer,LATAM,634.96752,-1.27248
2013-12-10,Corporate,EU,225.8025,-37.2075
2011-01-10,Corporate,EU,205.965,-41.265
2011-12-19,Consumer,US,152.76,74.8524
2012-01-02,Corporate,Africa,71.52,15.6
2011-08-15,Consumer,LATAM,158.912,11.912
2013-12-11,Corporate,LATAM,93.66,26.18
2013-03-11,Consumer,LATAM,55.908,9.288
2014-08-22,Consumer,LATAM,177.952,-42.288
2012-03-02,Corporate,EU,151.5,69.6
2011-06-06,Consumer,EU,321.84,80.46
2011-06-02,Consumer,EU,275.502,22.662
2012-12-18,Consumer,APAC,137.58,28.86
2013-10-07,Home Office,US,67.96,0.8495
2014-10-03,Consumer,EMEA,115.74,30.06
